#{"t_start": 1789350253.154662, "env_id": "Walker2d-v5"}
r,l,t,task_return,displacement,episode_steps,full_episode
26.084397,48,3.772319,23.951521883822604,-0.18313628473422233,48,0.0
20.740562,32,3.782327,19.189593211193504,-0.09363596371492428,32,0.0
24.984811,52,3.800265,22.904104928284546,-0.2234518484675614,52,0.0
-1.423954,19,3.804913,-1.8259597865437402,-0.15813620868142045,19,0.0
7.48848,24,3.994884,6.619716006328734,-0.13041224341189556,24,0.0
50.573679,90,4.027887,47.90349755957434,-0.3266454715577184,90,0.0
9.290666,26,4.034977,8.354561954316498,-0.13251430093181282,26,0.0
3.466589,17,4.038985,3.26045476000767,-0.10146969215512187,17,0.0
17.50197,33,4.049282,16.10757026192451,-0.1263497183337101,33,0.0
10.208098,54,4.067666,7.991003574998011,-0.3586639303707787,54,0.0
4.428526,28,4.076013,3.3129091030969913,-0.18881829867805863,28,0.0
41.128351,68,4.100024,38.736253244668866,-0.22446442356463206,68,0.0
14.822394,50,4.117389,12.611031123299956,-0.2897944736622061,50,0.0
48.425389,52,4.13382,46.20011860409612,-0.03707879248743121,52,0.0
10.023238,23,4.140204,9.301055460377885,-0.10095728126707443,23,0.0
4.733226,24,4.146459,3.9485888146095647,-0.15188530687131083,24,0.0
8.82286,31,4.334232,7.563468996614497,-0.17875133072348465,31,0.0
16.278695,53,4.351834,13.968144202351304,-0.3028319035351074,53,0.0
18.344029,76,4.378003,15.85009731117719,-0.4713330983181046,76,0.0
14.773594,40,4.391229,12.937166900776315,-0.2074747486110256,40,0.0
-0.326222,11,4.393496,-0.32622208178268575,-0.08230660148428692,11,0.0
40.57627,73,4.420296,38.18915301808366,-0.2686169130022471,73,0.0
23.311055,38,4.432564,21.63552914154727,-0.12199261565743855,38,0.0
19.588232,31,4.442588,18.299677352439748,-0.09283831899551567,31,0.0
-4.860324,19,4.447225,-5.216739024370897,-0.18528324388142667,19,0.0
7.767033,28,4.455305,6.771431923607271,-0.16109219978100883,28,0.0
68.982793,116,4.496897,66.32239334024871,-0.3864781627085684,116,0.0
35.691928,50,4.706231,33.75058325270292,-0.12073969543113475,50,0.0
55.18135,136,4.758673,52.43766729281468,-0.656871214443505,136,0.0
18.04106,74,4.784952,15.63953926421939,-0.4570322529863002,74,0.0
18.937614,32,4.794638,17.670371500417886,-0.10583192516217892,32,0.0
7.095484,26,4.801841,6.132637250057734,-0.15029772836066907,26,0.0
28.409966,93,4.835358,25.825165123215843,-0.527025474759728,93,0.0
15.105102,38,4.847099,13.369659109330769,-0.18808225100441991,38,0.0
44.539204,48,4.864445,42.51970456737194,-0.03464201166025488,48,0.0
48.894028,102,5.08583,46.2566353561219,-0.4353994910595177,102,0.0
32.583404,39,5.099301,30.92587466855261,-0.05562787551595215,39,0.0
