#{"t_start": 1789350253.1537778, "env_id": "Walker2d-v5"}
r,l,t,task_return,displacement,episode_steps,full_episode
4.724884,23,3.279499,4.724884098528938,-0.13759830564060765,23,0.0
-3.114026,23,3.284498,-3.1140257710031296,-0.20031794661909272,23,0.0
9.298746,27,3.290155,9.298745799556789,-0.13292959786688202,27,0.0
11.817356,26,3.295548,11.817355658118949,-0.10487038542922318,26,0.0
44.947326,96,3.316262,44.94732578150929,-0.39805945618312816,96,0.0
57.236278,87,3.335465,57.23627772833772,-0.22792423967461342,87,0.0
-0.622093,19,3.339532,-0.6220925984712926,-0.14851780225619274,19,0.0
2.4422,18,3.343594,2.4421995859725625,-0.11602420933813436,18,0.0
9.486248,25,3.348679,9.48624776537875,-0.11553344203987195,25,0.0
2.901711,43,3.357144,2.901711154381686,-0.3116784078660277,43,0.0
13.065699,33,3.364391,13.065698825503814,-0.15066511925044562,33,0.0
18.339329,47,3.374809,18.339328963627448,-0.2200885533404249,47,0.0
10.044307,22,3.379196,10.044307077537047,-0.0871004209117909,22,0.0
-10.827063,15,3.382213,-10.827062796761911,-0.19824219290414957,15,0.0
9.789225,28,3.571121,9.789224576013764,-0.13698230516691023,28,0.0
7.294587,29,3.576993,7.2945874608853165,-0.16488442770053802,29,0.0
5.226582,24,3.581939,5.226581839781645,-0.14160290295494782,24,0.0
20.237628,61,3.594206,20.237628196513263,-0.3164372368275523,61,0.0
8.592622,23,3.59897,8.59262224510019,-0.10673018403055627,23,0.0
6.649907,29,3.604421,6.649906668093552,-0.1700750864112487,29,0.0
7.00139,25,3.608987,7.001390267844026,-0.13529184400770294,25,0.0
5.663356,35,3.615409,5.663355585066429,-0.22576002107005708,35,0.0
17.926591,55,3.626316,17.92659121752805,-0.28724476962086043,55,0.0
21.728787,54,3.63678,21.728786918258827,-0.2488577569468426,54,0.0
12.484531,31,3.642901,12.484531178880076,-0.13941452227918014,31,0.0
-5.508984,15,3.645778,-5.50898374206634,-0.15569337673554315,15,0.0
13.061121,56,3.656858,13.061120939162976,-0.3341263468827944,56,0.0
31.377571,60,3.670139,31.377570937911607,-0.21953058803128006,60,0.0
9.334962,20,3.854961,9.334962487736382,-0.07676709501777856,20,0.0
19.512447,38,3.862528,19.512446922271458,-0.13895704067760745,38,0.0
20.752069,56,3.872712,20.752068945988345,-0.2725565903506109,56,0.0
-0.969051,14,3.875255,-0.9690510512618463,-0.11137760523394505,14,0.0
20.214103,44,3.883314,20.2141029958368,-0.18119997447059555,44,0.0
87.761365,95,3.901547,87.76136539729028,-0.04749391930565625,95,0.0
14.625943,87,3.919427,14.625943230486953,-0.5687022622004729,87,0.0
8.758555,23,3.924063,8.758555469629751,-0.10542387134300228,23,0.0
16.939033,52,3.934848,16.939033196213632,-0.2712052345790977,52,0.0
55.413771,90,3.952377,55.41377117666398,-0.2664022509994931,90,0.0
21.867147,77,4.152467,21.86714732610325,-0.4311532869833945,77,0.0
